Month,DATE_ADDED,Geographic identifier,"Pleiades, TGN, or FAST ID",TAG651_A,icons,Precision code,Precision,Region,Location,"Controlled heading (Pleiades, TGN, LCSH, or FAST)",Coordinates,Title and author,Imprint,Series,Library location,BSN,BSN length adjustment,View in library catalog
2017-03,20170315,,,,,4,Broad region,Middle East,(General),,"29, 43",Looking at the ancient Near East and the Bible through the same eyes : minha leAhron :  a tribute to Aaron Skaist / edited by Kathleen Abraham and Joseph Fleishman.,"Bethesda, Md. : CDL Press, 2012.",,Small Collection BS1197 .L735 2012,3688988,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph003688988?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,Middle East,(General),,"29.25, 42",Atlas of the Bible lands / edited by Harry Thomas Frank & Roger S. Boraas.,"Maplewood, N.J. : Hammond, ©1990.",,Large Collection G2230 .H3 1990,4843841,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004843841?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,Middle East,(General),,"29.25, 42.25",The Times atlas of the Bible / edited by James B. Pritchard.,"London : Times Books, c1987.",,Oversize Collection G2230 .T5 1987,1994636,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001994636?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,Middle East,(General),,"29.25, 42.5","Egyptian hoards, v.1 / Thomas Faucher, Andrew Meadows, Catharine Lorber.","Le Caire :Institut français d'archéologie orientale, 2017-","Bibliothèque d'étude, 0259-3823 ; 168",Large Collection PJ25 .B6 t.168 v.1,4841577,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004841577?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,Middle East,(General),,"29.3, 42.5",Les écritures cunéiformes et leur déchiffrement / B. Lion et C. Michel (dir.).,"Paris : De Boccard, 2008.","Travaux de la maison René-Ginouvès, 1954-863X ; 4",Large Collection PJ3197 .E375 2008,4835585,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004835585?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,3,Region,China,Anxiang Xian,,"29.405, 112.201",Anxiang Tangjiagang : xin shi qi shi dai yi zhi fa jue bao gao / Hunan Sheng wen wu kao gu yan jiu suo bian zhu. / / 安乡汤家岗 : 新石器时代遗址发掘报告 / 湖南省文物考古研究所编著.,"Beijing :Ke xue chu ban she, 2013. // 北京 :科学出版社, 2013.",,Large Collection DS797.52.A59 A59 2013 v.1-2,4839054,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004839054?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,1,Site,China,Sanxingdui Site,,"30.993, 104.2","Xia Shang Zhou fang guo wen ming guo ji xue shu yan tao hui lun wen ji (2014 Zhongguo Guanghan) / Wang Zhenzhong, Gao Dalun, Xiao Xianjin zhu bian. / / 夏商周方国文明国际学术研讨会论文集(2014中国广汉) / 王震中, 高大伦, 肖先进主编.","Beijing :Ke xue chu ban she, 2015. // 北京 :科学出版社, 2015.",Xia Shang Zhou wen ming yan jiu ; shi yi // 夏商周文明研究 ; 十一,Large Collection DS715 .X537 2014 ,4843801,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004843801?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,3,Region,Palestine/Israel,(General),,"31, 35",History until 1880.,"Jerusalem, Israel : Keter Books, [1973]",Israel pocket library ; [4],Small Collection DS118 .H665 1973,4852929,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004852929?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,3,Region,Jordan,(General),,"31.24, 36.51",Jordanie : sur les pas des archéologues :  exposition présentée [à l'Institut du monde arabe] du 13 juin au 5 octobre 1997 / [coordination et suivi éditorial Eric Delpont].,"Paris : SDZ : Institut du Monde Arabe, [1997]",,Large Collection DS153.3 J683 1997 ,4773753,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004773753?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,3,Region,Palestine/Israel,(General),,"31.25, 35",Archaeology.,"Jerusalem : Keter Books, ©1974.",Israel pocket library ; [10],Small Collection DS111 .A74 1974,4852923,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004852923?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,3,Region,Palestine/Israel,(General),,"31.25, 35.25","A decade of archaeology in Israel, 1948-1958 / by Sh. Yeivin.","İstanbul : Nederlands Historisch-Archaeologisch Instituut in het Nabije Oosten, 1960.","Uitgaven van het Nederlands Historisch-Archaeologisch Instituut te Istanbul, 8",Small Collection DS111 .Y4 1960 ,2840888,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002840888?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,3,Region,Iran,(General),,"32, 54","The Zoroastrian law to expel the demons : Wīdewdād 10-15 :  critical edition, translation and glossary of the Avestan and Pahlavi texts / Miguel Ángel Andrés-Toledo.","Wiesbaden :Harrassowitz Verlag, 2016.","Iranica, 0944-1271 ; Band 23",Small Collection BL1515.5.V4 A53 2016 ,4837933,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004837933?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,Mediterranean,Eastern Mediterranean,,"33, 33","Power and architecture : monumental public architecture in the Bronze Age Near East and Aegean / edited by J. Bretschneider, J. Driessen, and K. van Lerberghe.","Leuven ; Dudley, MA : Peeters, 2007.",Orientalia Lovaniensia analecta ; 156,Small Collection NA212 .P69 2007,12359,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph000012359?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,3,Region,Levant,(General),,"33, 36",Ancient Aramaic and Hebrew letters / by James M. Lindenberger ; edited by Kent Harold Richards.,"Atlanta, Ga. : Scholars Press, ©1994.",Writings from the ancient world ; vol. 4,Small Collection PJ5208.A2 A54 1993,2201002,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002201002?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,3,Region,Iraq,(General),,"33, 42",Fundorte und Karten / Christoph Fink.,"Antony, France :SEPOA, 2016.","MTT, Materialien zu Toponymie und Topographie. I. Obermesopotamien im 2. Jt. v.Chr. ; 3",Large Collection PJ3545 .M38 v.1:pt.3 2016 ,4835252,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004835252?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,3,Region,Iran,Luristan,,"33.4871, 48.3538",Drevnosti strany Lurov : katalog vystavki / avtor vstupitelʹnoĭ statʹi i sostavitelʹ kataloga L. Vanden-Berge ; [perevod s frant͡suzskogo I.N. Medvedskoĭ ; pod redakt͡sieĭ V.I. Lukonina]. / / Древности страны Луров : каталог выставки / aвтор вступительной статьи и составитель каталога Л. Ванден-Бeрге ; [перевод с французского И.Н. Медведскoй ; под редакцией В.Г. Луконинa].,"Sankt-Peterburg : Gos. Ėrmitazh, 1992.",,Large Collection NK7974.L67 B4 1992 ,4858700,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004858700?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,Mediterranean region,(General),,"34, 22","Reallexikon für Antike und Christentum : Sachwörterbuch zur Auseinandersetzung des Christentums mit der antiken Welt / In Verbindung mit Franz Joseph Dölger und Hans Lietzmann und unter besonderer Mitwirkung von Jan Hendrik Wasznik und Leopold Wenger herausgegeben von Theodor Klausner, Bd. 1-18 & index to Bd. 1-15.","Stuttgart : A. Hiersemann, 1950-",,Large Collection BR131 .R4 Bd.1-18 & Index:Bd.1-15,2165740,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002165740?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,Mediterranean region,(General),,"34, 22.5","The Interpreter's dictionary of the Bible : an illustrated encyclopedia identifying and explaining all proper names and significant terms and subjects in the Holy Scriptures, including the Aprocrypha, with attention to archaeological discoveries and researches into the life and faith of ancient times / [Editorial board:  George Arthur Buttrick, dictionary editor, and others]","New York : Abingdon Press, [1962]-1976.",,Large Collection BS440 .I63 1962 v.1-4,2190580,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002190580?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,Mediterranean region,(General),,"34, 23","Pagan rites in Judaism : from sex initiation, magic, moon-cult, tattooing, mutilation, and other primitive rituals to family loyalty and solidarity / Theodor Reik.","New York : Gramercy Pub. Co., [1964]",,Small Collection BM534 .R4 1964b ,4838117,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004838117?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,Mediterranean Sea,(General),,"34, 23.25",The Sea remembers : shipwrecks and archaeology from Homer's Greece to the rediscovery of the Titanic / edited by Peter Throckmorton.,"New York : Weidenfeld & Nicolson, 1987.",,Large Collection CC77.U5 S39 1987,4838082,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004838082?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,Mediterranean region,(General),,"34, 22.25",Neutestamentliche Apokryphen in deutscher Übersetzung / herausgegeben von Wilhelm Schneemelcher.,"Tübingen : J.C.B. Mohr (P. Siebeck), 1987-1989.",,Small Collection BS2833 .G3 1987 Bd.1-2,4838162,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004838162?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,3,Region,China,Mount Juci,,"34.355425, 113.513","Juci Shan yan hua diao cha bao gao / Henan Xinzheng Huangdi gu li wen hua yan jiu hui, Zhong yang min zu da xue min zu xue yu she hui xue xue yuan zhu. / / 具茨山岩画调查报告 / 河南新郑黄帝故里文化研究会, 中央民族大学民族学与社会学学院著.","Beijing Shi :Guang ming ri bao chu ban she, 2014. // 北京市 :光明日报出版社, 2014.",,Small Collection GN799.P4 J823 2014 ,4843825,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004843825?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,3,Region,China,Song Mountain,,"34.484722, 112.960278","Zhonghua zhi yuan yu Song Shan wen ming yan jiu / Zhengzhou Zhonghua zhi yuan yu Song Shan wen ming yan jiu hui zhu bian, v.2. / / 中华之源与嵩山文明研究 / 郑州中华之源与嵩山文明研究会主编, v.2.","Beijing :Ke xue chu ban she, 2013- // 北京 :科学出版社, 2013-",,Large Collection DS797.44.D464 Z465 2013 v.2,4159647,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004159647?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,2,City,China,Maiji Qu,,"34.571111, 105.888889",Maiji Qu jin shi jiao zhu / Wang Ming jiao zhu. / / 麦积区金石校注 / 汪明校注.,"Xi'an :San Qin chu ban she, 2015. // 西安 :三秦出版社, 2015.",,Small Collection CN1161.M35 M355 2015 ,4843820,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004843820?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,5,No precision,Cross-cultural,(General),,"34.75, 18.75","SCIAMVS : sources and commentaries in exact sciences, vol. 17 (2016)","Kyoto, Japan : SCIAMVS.",,Oak Collection Q124.95 .S35 vol.17 (2016),3323732,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph003323732?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,5,No precision,Cross-cultural,(General),,"34.75, 19","Янтарь в древних культурах : художественные произведения из собрания Эрмитажа :  Каталог выставки / [авторы статей каталога, Е.Е. Васильева ... et al. ; редактор каталога выставки, О.А. Федосеенко ; перевод текста на английский язык, Е.С. Петрова] =  Amber in ancient cultures :  masterpieces from the Hermitage Museum collection :  catalog of the exhibition / [articles by K.V. Chugunov ... et al. ; edited by O.A. Fedoseyenko ; translated from the Russian by E.S. Petrova]. / / I͡Antarʹ v drevnikh kulʹturakh : khudozhestvennye proisvedenii͡a iz sobranii͡a Ėrmitazha :  katalog vystavki / [avtory stateĭ kataloga, E.E. Vasilʹeva ... et al. ; redaktor kataloga vystavki, O.A. Fedoseenko ; perevod teksta angliĭskiĭ i͡azyk, E.S. Petrova] =  Amber in ancient cultures :  masterpieces from the Hermitage Museum collection :  catalog of the exhibition / [articles by K.V. Chugunov ... et al. ; edited by O.A. Fedoseyenko ; translated from the Russian by E.S. Petrova].","Sankt-Peterburg : Izd-vo ""Slavii͡a"", ©2010.",,Large Collection QE391.A5 I25 2010 ,4858755,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004858755?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,2,City,China,Zhengzhou Shi,,"34.766667, 113.65",Zhengzhou Shang cheng yi zhi kao gu yan jiu / Henan Sheng wen wu kao gu yan jiu yuan bian. / / 郑州商城遗址考古研究 / 河南省文物考古研究院编.,"Zhengzhou :Da xiang chu ban she, 2015. // 郑州 :大象出版社, 2015.",,Large Collection DS797.44.Z444 Z446 2015 ,4838032,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004838032?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,China,(General),,"35, 102","A source book of ancient Chinese bronze inscriptions / edited by Constance A. Cook, Paul R. Goldin.","Berkeley, California :The Society for the Study of Early China, 2016. // ©2016",Early China Special Monograph Series ; No. 7,Small Collection CN1160 .S68 2016,4680411,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004680411?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,China,(General),,"35, 102.5","Wen wu, 2016:no.12 & 2017:no.2. / / 文物, 2016:no.12 & 2017:no.2","Beijing : Wen wu chu ban she, 1959-",,Library 6 Collection DS715 .W439 2016:no.12 & 2017:no.2,1825873,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001825873?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,China,(General),,"35, 102.75","History of Chinese society : Liao, 907-1125 / Karl A. Wittfogel and Fêng Chia-shêng, with the assistance of John DeFrancis [and others].","Philadelphia, American Philosophical Society: Distributed by the Macmillan Co., New York, 1949.","Transactions of the American Philosophical Society ; new ser., v. 36",Large Collection DS751.72 .W58 1949 ,2414765,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002414765?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,China,(General,,"35, 103",Li Jinghua kao gu wen ji / Li Jinghua zhu. / / 李京华考古文集 / 李京华著.,"04 Beijing : Ke xue chu ban she, 2012.",Henan wen wu kao gu yan jiu cong shu // 河南文物考古研究丛书,Small Collection TN645.C5 L518 2012 ,4843823,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004843823?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,5,No precision,Cross-cultural,(General),,"35, 18.75","Problems of style : foundations for a history of ornament / by Alois Riegl ; translated by Evelyn Kain ; annotations, glossary and introduction by David Castriota ; preface by Henri Zerner.","Princeton, NJ : Princeton University, c1992.",,Small Collection NK1175 .R513 1993 ,1211546,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001211546?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,5,No precision,Cross-cultural,(General),,"35, 19",La genèse des mythes / Alexandre H. Krappe.,"Paris : Payot, 1938.",Bibliothèque scientifique,Small Collection BL310 .K7 1938 ,2497013,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002497013?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,China,(General),,"35.25, 102.75",Han dai mu zang yi shu kao shu / Bu Youchang zhu. / / 汉代墓葬艺术考述 / 卜友常著.,"Shanghai :Shanghai san lian shu dian, 2015. // 上海 :上海三联书店, 2015.",,Small Collection NB1280 .B923 2015 ,4838037,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004838037?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-03,20170315,,,,,4,Broad region,China,(General),,"35.5, 102.5","Qian bi xue yu ye zhu shi lun cong / Zhou Weirong, Dai Zhiqiang deng zhu. / / 钱币学与冶铸史论丛 / 周卫荣, 戴志強等著.","Beijing Shi : Zhonghua shu ju, 2002.",Zhongguo qian bi cong shu. Jia zhong ben ; 11 // 中国钱币丛书. 甲种本 ; 11,Large Collection CJ3496 .Q253 2002 ,4843829,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004843829?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
